Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2024-07-14 14:57,2024-07-15 00:30,"Cable Pullover",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Cable Pullover",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-07-14 14:57,2024-07-15 00:30,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-07-13 19:25,2024-07-13 19:58,"Close Grip Bench Press",140,6,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Close Grip Bench Press",140,6,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Close Grip Bench Press",140,4,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Iso lateral shoulder press",70,8,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Iso lateral shoulder press",70,8,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Iso lateral shoulder press",,,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Incline Dumbbell Press",50,10,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Incline Dumbbell Press",50,10,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Incline Dumbbell Press",,,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Peck Deck",,,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Peck Deck",,,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Peck Deck",,,"",,,,Chest,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-13 19:25,2024-07-13 19:58,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-11 12:28,2024-07-11 13:11,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Belt Squat",90,10,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Belt Squat",90,14,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Extensions",130,12,"Did double leg by mostake ",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Extensions",130,14,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Extensions",130,14,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Curl",70,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Curl",70,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Single Leg Curl",,,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Calf Raises plate loaded",170,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Calf Raises plate loaded",170,12,"",,,,Legs,"Legs 2",
2024-07-11 12:28,2024-07-11 13:11,"Calf Raises plate loaded",,,"",,,,Legs,"Legs 2",
2024-07-10 13:55,2024-07-10 22:20,"One Lat Pull In",40,15,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"One Lat Pull In",40,15,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Pull Up",0,11,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Pull Up",0,8,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Pull Up",0,6,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Bent Over Barbell Row",95,12,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Bent Over Barbell Row",95,11,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Bent Over Barbell Row",95,10,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Plate Loaded Row (seat low)",100,8,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Plate Loaded Row (seat low)",100,8,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Plate Loaded Row (seat low)",100,8,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Rear Delt Machine Fly",55,10,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Rear Delt Machine Fly",55,10,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Rear Delt Machine Fly",55,10,"",,,,Back,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-10 13:55,2024-07-10 22:20,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-09 15:02,2024-07-09 15:51,"Bench Press",175,4,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Bench Press",175,4,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Bench Press",175,4,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dips",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dips",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dips",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Peck Deck",,,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Peck Deck",,,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Peck Deck",,,"",,,,Chest,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Plank",,,"",,,,Abs,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Plank",,,"",,,,Abs,"Push 1",
2024-07-09 15:02,2024-07-09 15:51,"Plank",,,"",,,,Abs,"Push 1",
2024-07-08 13:01,2024-07-08 14:05,"Squat",135,5,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Squat",185,5,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Squat",185,5,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Squat",185,5,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Squat",185,5,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Hip Thrust",130,7,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Hip Thrust",130,10,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Hip Thrust",130,8,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Extensions",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Extensions",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Extensions",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Calf Raises",150,10,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Calf Raises",150,10,"",,,,Legs,"Legs 1",
2024-07-08 13:01,2024-07-08 14:05,"Calf Raises",,,"",,,,Legs,"Legs 1",
2024-07-06 11:10,2024-07-06 11:50,"Close Grip Bench Press",135,6,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Close Grip Bench Press",135,6,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Close Grip Bench Press",,,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Iso lateral shoulder press",90,7,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Iso lateral shoulder press",90,5,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Iso lateral shoulder press",90,5,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Incline Dumbbell Press",45,9,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Incline Dumbbell Press",45,11,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Incline Dumbbell Press",,,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Peck Deck",130,12,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Peck Deck",130,10,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Peck Deck",130,10,"",,,,Chest,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-06 11:10,2024-07-06 11:50,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-07-05 11:58,2024-07-05 12:20,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Belt Squat",90,10,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Belt Squat",90,13,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Belt Squat",90,10,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Cable Pull Through",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Press",90,9,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Press",90,10,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Press",90,10,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Extensions",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Extensions",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Extensions",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Curl",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Curl",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Single Leg Curl",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Calf Raises plate loaded",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Calf Raises plate loaded",,,"",,,,Legs,"Legs 2",
2024-07-05 11:58,2024-07-05 12:20,"Calf Raises plate loaded",,,"",,,,Legs,"Legs 2",
2024-07-04 15:32,,"One Lat Pull In",30,15,"",,,,Back,"Pull",
2024-07-04 15:32,,"One Lat Pull In",30,15,"",,,,Back,"Pull",
2024-07-04 15:32,,"Pull Up",0,10,"",,,,Back,"Pull",
2024-07-04 15:32,,"Pull Up",0,8,"",,,,Back,"Pull",
2024-07-04 15:32,,"Pull Up",0,7,"",,,,Back,"Pull",
2024-07-04 15:32,,"Bent Over Barbell Row",95,12,"",,,,Back,"Pull",
2024-07-04 15:32,,"Bent Over Barbell Row",95,10,"",,,,Back,"Pull",
2024-07-04 15:32,,"Bent Over Barbell Row",95,10,"",,,,Back,"Pull",
2024-07-04 15:32,,"Plate Loaded Row (seat low)",,,"",,,,Back,"Pull",
2024-07-04 15:32,,"Plate Loaded Row (seat low)",,,"",,,,Back,"Pull",
2024-07-04 15:32,,"Plate Loaded Row (seat low)",,,"",,,,Back,"Pull",
2024-07-04 15:32,,"Rear Delt Machine Fly",70,8,"",,,,Back,"Pull",
2024-07-04 15:32,,"Rear Delt Machine Fly",70,8,"",,,,Back,"Pull",
2024-07-04 15:32,,"Rear Delt Machine Fly",70,8,"",,,,Back,"Pull",
2024-07-04 15:32,,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Reverse Grip Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Supinated Ez Bar Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-04 15:32,,"Dumbbel Preacher Curl",,,"",,,,Biceps,"Pull",
2024-07-03 16:13,2024-07-03 21:29,"Bench Press",170,4,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Bench Press",170,4,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Bench Press",170,4,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Shoulder Dumbbell Press",55,7,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Shoulder Dumbbell Press",55,7,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Shoulder Dumbbell Press",55,7,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dips",0,7,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dips",0,9,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dips",0,10,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Peck Deck",130,14,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Peck Deck",130,10,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Peck Deck",130,7,"",,,,Chest,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbel Tricep skullcrusher",,,"",,,,Triceps,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Dumbbell Lateral Raises",,,"",,,,Shoulders,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Plank",,,"",,,,Abs,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Plank",,,"",,,,Abs,"Push 1",
2024-07-03 16:13,2024-07-03 21:29,"Plank",,,"",,,,Abs,"Push 1",
2024-07-02 12:12,,"Squat",135,5,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Squat",165,5,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Squat",165,5,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Squat",175,5,"Pretty easy",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Squat",175,5,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Hip Thrust",130,7,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Hip Thrust",130,7,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Hip Thrust",130,7,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Dumbbell lunges",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Extensions",115,14,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Extensions",115,14,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Extensions",115,10,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Leg Curls",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Calf Raises",170,10,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Calf Raises",,,"",,,,Legs,"Legs 1",
2024-07-02 12:12,,"Calf Raises",,,"",,,,Legs,"Legs 1",
2024-06-30 13:42,,"Neutral Grip Pulldown",100,15,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Neutral Grip Pulldown",100,15,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Neutral Grip Pulldown",100,10,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Neutral Grip Pulldown",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Machine row",100,10,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Machine row",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Machine row",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Plate Loaded Row",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Plate Loaded Row",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Plate Loaded Row",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Cable Pullover",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Cable Pullover",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Cable Pullover",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Snatch Gring Barbbell Shrugs",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Reverse Cable Fly",,,"",,,,Back,"Pull 2",
2024-06-30 13:42,,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-06-30 13:42,,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-06-30 13:42,,"Single Arm Cable Curl",,,"",,,,Biceps,"Pull 2",
2024-06-30 13:42,,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-06-30 13:42,,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-06-30 13:42,,"Hammer Curl",,,"",,,,Biceps,"Pull 2",
2024-06-29 14:08,2024-06-29 17:57,"Close Grip Bench Press",105,8,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Close Grip Bench Press",105,8,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Close Grip Bench Press",105,8,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Iso lateral shoulder press",90,10,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Iso lateral shoulder press",90,10,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Iso lateral shoulder press",90,10,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Incline Dumbbell Press",45,10,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Incline Dumbbell Press",45,9,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Incline Dumbbell Press",45,10,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Peck Deck",130,10,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Peck Deck",130,10,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Peck Deck",130,9,"",,,,Chest,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable lateral raises",,,"",,,,Shoulders,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable Tricep Kickbacks",15,15,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-06-29 14:08,2024-06-29 17:57,"Bicycle Crunch",,,"",,,,Abs,"Push 2",
2024-06-28 12:34,,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Belt Squat",90,12,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Cable Pull Through",25,13,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Cable Pull Through",25,13,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Cable Pull Through",25,13,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Press",,,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Extensions",100,8,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Extensions",,,"",,,,Legs,"Legs 2",
2024-06-28 12:34,,"Single Leg Extensions",,,"",,,,Legs,"Legs 2",
